Student_ID,First_Name,Last_Name,SLU_Email,Program,Major,Enrollment_Year,Expected_Graduation_Year,Visa_Status,City,State,Country,Current_Employer_ID,Internship_Role,Internship_Start_Date
988,Nicole,Wood,nicole.wood763@slu.edu,MS Computer Science,Finance,2021,2023,STEM-OPT,Atlanta,GA,USA,,,
989,Thomas,Walters,thomas.walters993@slu.edu,MS Data Science,Data Science,2019,2020,F1,San Jose,CA,USA,,,
990,Debbie,Diaz,debbie.diaz591@slu.edu,MS Cybersecurity,Cybersecurity,2019,2022,OPT,Tampa,FL,USA,,,
991,Nicole,Turner,nicole.turner270@slu.edu,MS Information Systems,Software Engineering,2022,2023,CPT,Alpharetta,GA,USA,,,
992,Ashley,Yoder,ashley.yoder101@slu.edu,MS Data Science,Data Science,2019,2020,CPT,Houston,TX,USA,,,
993,Kelly,Ruiz,kelly.ruiz667@slu.edu,MS Information Systems,Business Analytics,2018,2020,F1,Naperville,IL,USA,,,
994,Vincent,Stuart,vincent.stuart802@slu.edu,MS Software Engineering,Marketing,2021,2023,CPT,White Plains,NY,USA,,,
995,Nicholas,Soto,nicholas.soto701@slu.edu,MS Information Systems,Computer Science,2022,2023,OPT,Fort Collins,CO,USA,,,
996,David,Griffin,david.griffin788@slu.edu,MS Information Systems,Electrical Engineering,2024,2026,STEM-OPT,Denver,CO,USA,864.0,DevOps Intern,2024-03-17
997,Christian,Gross,christian.gross667@slu.edu,MS Analytics,Data Science,2021,2022,OPT,Denver,CO,USA,552.0,Data Analyst Intern,2022-07-06
998,Kimberly,Shaw,kimberly.shaw63@slu.edu,MS Data Science,Computer Science,2023,2025,CPT,Tampa,FL,USA,730.0,DevOps Intern,2023-07-31
999,Karen,Wilcox,karen.wilcox98@slu.edu,MS Data Science,Computer Science,2024,2027,CPT,White Plains,NY,USA,,,
1000,Linda,Conrad,linda.conrad750@slu.edu,MBA,Biostatistics,2021,2023,OPT,St. Louis,MO,USA,,,
