Alumni_ID,First_Name,Last_Name,SLU_Email,Personal_Email,Degree,Major,Graduation_Year,Visa_Phase,City,State,Country
987,Meghan,Roberts,meghan.roberts183@slu.edu,meghan.roberts432@gmail.com,BS,Software Engineering,2016,Full-Time,Fort Collins,CO,USA
988,Jennifer,Watkins,jennifer.watkins20@slu.edu,jennifer.watkins780@outlook.com,PhD,Business Analytics,2017,Full-Time,Colorado Springs,CO,USA
989,Christian,Hebert,christian.hebert476@slu.edu,christian.hebert436@yahoo.com,PhD,Biostatistics,2015,Full-Time,Cincinnati,OH,USA
990,Harry,Cox,harry.cox10@slu.edu,harry.cox271@yahoo.com,MS,Marketing,2021,Full-Time,San Jose,CA,USA
991,Brian,Williams,brian.williams954@slu.edu,brian.williams154@gmail.com,PhD,Software Engineering,2015,Full-Time,Phoenix,AZ,USA
992,Thomas,Sanchez,thomas.sanchez628@slu.edu,thomas.sanchez251@outlook.com,MBA,Business Analytics,2021,Full-Time,Alpharetta,GA,USA
993,Michael,Adams,michael.adams550@slu.edu,michael.adams392@gmail.com,MBA,Marketing,2020,Full-Time,Charlotte,NC,USA
994,Denise,Hamilton,denise.hamilton346@slu.edu,denise.hamilton271@yahoo.com,BS,Computer Science,2021,Full-Time,Colorado Springs,CO,USA
995,Jamie,Stewart,jamie.stewart985@slu.edu,jamie.stewart502@outlook.com,BS,Information Systems,2022,OPT,Columbia,MO,USA
996,Melissa,Ruiz,melissa.ruiz338@slu.edu,melissa.ruiz667@outlook.com,BS,Information Systems,2025,CPT,White Plains,NY,USA
997,Danielle,Gordon,danielle.gordon488@slu.edu,danielle.gordon114@gmail.com,MS,Information Systems,2018,Full-Time,Harrisburg,PA,USA
998,Catherine,Gonzalez,catherine.gonzalez370@slu.edu,catherine.gonzalez633@yahoo.com,BS,Software Engineering,2017,Full-Time,Orlando,FL,USA
999,Taylor,Benjamin,taylor.benjamin163@slu.edu,taylor.benjamin102@yahoo.com,PhD,Business Analytics,2017,Full-Time,Dallas,TX,USA
1000,Christopher,Clark,christopher.clark945@slu.edu,christopher.clark559@outlook.com,MBA,Biostatistics,2015,Full-Time,Ann Arbor,MI,USA
